alarm_id,timestamp,source_system,host,service,severity,alarm_type,message,veri_merkezi,kabin,ortam
ALM-00707,2026-09-10T02:14:55,AppDynamics,ao-023-charging,charging-service,3,txn_fail,"Islem basarisiz, hata orani yuzde 93",dc1,rack-C,prod
ALM-01519,2026-09-10T02:14:58,SyslogNG,ao-022-charging,charging-service,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 36 dolu",dc2,rack-B,prod
ALM-02257,2026-09-10T02:14:58,Prometheus,ao-034-billing,billing-db,1,network_flap,Arayuz ens192 link durumu 54 kez degisti,dc2,rack-B,prod
ALM-02672,2026-09-10T02:14:59,SyslogNG,ao-010-auth,auth-service,1,latency_high,"Yanit suresi p99 esigi asti, 21 ms",dc2,rack-B,prod
ALM-00658,2026-09-10T02:15:00,OBM,ao-028-order,order-service,3,txn_fail,"Islem basarisiz, hata orani yuzde 88",dc2,rack-B,prod
ALM-00594,2026-09-10T02:15:01,Zabbix,ao-024-payment,payment-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (80 ms),dc2,rack-A,prod
ALM-01937,2026-09-10T02:15:08,Zabbix,ao-005-mobile,mobile-bff,2,network_flap,Arayuz ens192 link durumu 47 kez degisti,dc1,rack-C,prod
ALM-02736,2026-09-10T02:15:09,AppDynamics,ao-056-kyc,kyc-provider-gw,1,cert_expiry,Sertifika 32 gun icinde suresi dolacak,dc2,rack-C,prod
ALM-02312,2026-09-10T02:15:12,Prometheus,ao-021-charging,charging-service,1,cert_expiry,Sertifika 54 gun icinde suresi dolacak,dc1,rack-A,prod
ALM-00543,2026-09-10T02:15:15,Zabbix,ao-020-billing,billing-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, tablespace genisletilemedi",dc2,rack-C,prod
ALM-02689,2026-09-10T02:15:18,Zabbix,ao-044-load,load-balancer,4,backup_warn,Yedekleme isi 40 dakika gecikmeli tamamlandi,dc2,rack-C,prod
ALM-01932,2026-09-10T02:15:21,OBM,ao-003-api,api-gateway,2,ntp_drift,Saat sapmasi 62 ms,dc1,rack-A,prod
ALM-01373,2026-09-10T02:15:23,Prometheus,ao-028-order,order-service,1,latency_high,"Yanit suresi p99 esigi asti, 72 ms",dc2,rack-B,prod
ALM-00641,2026-09-10T02:15:26,OBM,ao-027-order,order-service,3,latency_high,"Yanit suresi p99 esigi asti, 99 ms",dc1,rack-A,prod
ALM-00659,2026-09-10T02:15:27,SyslogNG,ao-028-order,order-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (95 ms),dc2,rack-B,prod
ALM-00689,2026-09-10T02:15:27,Zabbix,ao-022-charging,charging-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (70 ms),dc2,rack-B,prod
ALM-01464,2026-09-10T02:15:30,SyslogNG,ao-048-batch,batch-scheduler,1,ntp_drift,Saat sapmasi 46 ms,dc2,rack-A,prod
ALM-02843,2026-09-10T02:15:34,Prometheus,ao-045-dns,dns-resolver,4,latency_high,"Yanit suresi p99 esigi asti, 32 ms",dc1,rack-A,prod
ALM-01561,2026-09-10T02:15:39,AppDynamics,ao-002-api,api-gateway,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 72 dolu",dc2,rack-C,prod
ALM-02945,2026-09-10T02:15:39,OBM,ao-002-api,api-gateway,2,ntp_drift,Saat sapmasi 34 ms,dc2,rack-C,prod
ALM-00574,2026-09-10T02:15:40,Prometheus,ao-049-invoice,invoice-batch,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 77",dc1,rack-B,prod
ALM-00613,2026-09-10T02:15:40,SyslogNG,ao-025-payment,payment-service,3,latency_high,"Yanit suresi p99 esigi asti, 77 ms",dc1,rack-B,prod
ALM-00728,2026-09-10T02:15:40,Prometheus,ao-012-session,session-service,3,gc_pressure,"GC duraklama suresi 78 ms, esik asildi",dc2,rack-A,prod
ALM-00575,2026-09-10T02:15:42,Prometheus,ao-049-invoice,invoice-batch,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 76",dc1,rack-B,prod
ALM-00521,2026-09-10T02:15:45,SyslogNG,ao-019-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 84",dc1,rack-B,prod
ALM-02663,2026-09-10T02:15:48,AppDynamics,ao-001-api,api-gateway,3,latency_high,"Yanit suresi p99 esigi asti, 64 ms",dc1,rack-B,prod
ALM-02733,2026-09-10T02:15:49,Zabbix,ao-037-cache,cache-cluster,3,cert_expiry,Sertifika 55 gun icinde suresi dolacak,dc1,rack-B,prod
ALM-00544,2026-09-10T02:15:52,OBM,ao-020-billing,billing-service,5,txn_fail,"Islem basarisiz, hata orani yuzde 98",dc2,rack-C,prod
ALM-00672,2026-09-10T02:15:54,AppDynamics,ao-021-charging,charging-service,4,latency_high,"Yanit suresi p99 esigi asti, 82 ms",dc1,rack-A,prod
ALM-00595,2026-09-10T02:15:56,SyslogNG,ao-024-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 70",dc2,rack-A,prod
ALM-00746,2026-09-10T02:15:57,Zabbix,ao-013-session,session-service,3,gc_pressure,"GC duraklama suresi 78 ms, esik asildi",dc1,rack-B,prod
ALM-00764,2026-09-10T02:15:59,SyslogNG,ao-014-session,session-service,3,gc_pressure,"GC duraklama suresi 78 ms, esik asildi",dc2,rack-C,prod
ALM-01796,2026-09-10T02:16:02,SyslogNG,ao-048-batch,batch-scheduler,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 83 saniye",dc2,rack-A,prod
ALM-02245,2026-09-10T02:16:04,Zabbix,ao-034-billing,billing-db,1,network_flap,Arayuz ens192 link durumu 78 kez degisti,dc2,rack-B,prod
ALM-02871,2026-09-10T02:16:11,SyslogNG,ao-005-mobile,mobile-bff,1,cpu_high,CPU kullanimi yuzde 79,dc1,rack-C,prod
ALM-01792,2026-09-10T02:16:13,SyslogNG,ao-038-cache,cache-cluster,1,network_flap,Arayuz eth1 link durumu 70 kez degisti,dc2,rack-C,prod
ALM-00495,2026-09-10T02:16:16,Zabbix,ao-018-billing,billing-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 79",dc2,rack-A,prod
ALM-00708,2026-09-10T02:16:16,Prometheus,ao-023-charging,charging-service,4,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (75 ms),dc1,rack-C,prod
ALM-01496,2026-09-10T02:16:16,SyslogNG,ao-033-subscriber,subscriber-db,2,network_flap,Arayuz bond0 link durumu 84 kez degisti,dc1,rack-A,prod
ALM-02608,2026-09-10T02:16:19,Zabbix,ao-024-payment,payment-service,2,ntp_drift,Saat sapmasi 72 ms,dc2,rack-A,prod
ALM-00642,2026-09-10T02:16:20,OBM,ao-027-order,order-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 85",dc1,rack-A,prod
ALM-00690,2026-09-10T02:16:20,Zabbix,ao-022-charging,charging-service,4,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (97 ms),dc2,rack-B,prod
ALM-01479,2026-09-10T02:16:20,Prometheus,ao-033-subscriber,subscriber-db,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 31 dolu",dc1,rack-A,prod
ALM-00494,2026-09-10T02:16:21,Prometheus,ao-018-billing,billing-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 74",dc2,rack-A,prod
ALM-00625,2026-09-10T02:16:22,AppDynamics,ao-026-payment,payment-service,3,txn_fail,"Islem basarisiz, hata orani yuzde 72",dc2,rack-C,prod
ALM-00522,2026-09-10T02:16:25,SyslogNG,ao-019-billing,billing-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 82",dc1,rack-B,prod
ALM-01414,2026-09-10T02:16:25,AppDynamics,ao-037-cache,cache-cluster,1,cpu_high,CPU kullanimi yuzde 50,dc1,rack-B,prod
ALM-01670,2026-09-10T02:16:31,AppDynamics,ao-003-api,api-gateway,3,cpu_high,CPU kullanimi yuzde 66,dc1,rack-A,prod
ALM-00545,2026-09-10T02:16:37,Prometheus,ao-020-billing,billing-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 92",dc2,rack-C,prod
ALM-01313,2026-09-10T02:16:37,Zabbix,ao-027-order,order-service,2,cpu_high,CPU kullanimi yuzde 81,dc1,rack-A,prod
ALM-00660,2026-09-10T02:16:38,Zabbix,ao-028-order,order-service,3,latency_high,"Yanit suresi p99 esigi asti, 83 ms",dc2,rack-B,prod
ALM-00626,2026-09-10T02:16:42,OBM,ao-026-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 98",dc2,rack-C,prod
ALM-02792,2026-09-10T02:16:44,OBM,ao-051-report,report-batch,1,ntp_drift,Saat sapmasi 85 ms,dc1,rack-A,prod
ALM-00576,2026-09-10T02:16:46,AppDynamics,ao-049-invoice,invoice-batch,4,txn_fail,"Islem basarisiz, hata orani yuzde 86",dc1,rack-B,prod
ALM-02665,2026-09-10T02:16:48,OBM,ao-015-subscriber,subscriber-service,1,latency_high,"Yanit suresi p99 esigi asti, 55 ms",dc1,rack-A,prod
ALM-00596,2026-09-10T02:16:49,Prometheus,ao-024-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 73 ms",dc2,rack-A,prod
ALM-00709,2026-09-10T02:16:49,SyslogNG,ao-023-charging,charging-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 94",dc1,rack-C,prod
ALM-01347,2026-09-10T02:16:54,AppDynamics,ao-047-ntp,ntp-service,3,cert_expiry,Sertifika 48 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-02916,2026-09-10T02:16:55,SyslogNG,ao-004-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 82 ms",dc2,rack-B,prod
ALM-01741,2026-09-10T02:16:58,OBM,ao-047-ntp,ntp-service,2,mem_high,Bellek kullanimi yuzde 37 seviyesinde,dc1,rack-C,prod
ALM-00673,2026-09-10T02:17:00,Prometheus,ao-021-charging,charging-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (90 ms),dc1,rack-A,prod
ALM-01925,2026-09-10T02:17:01,OBM,ao-039-message,message-queue,2,latency_high,"Yanit suresi p99 esigi asti, 20 ms",dc1,rack-A,prod
ALM-02619,2026-09-10T02:17:08,Zabbix,ao-039-message,message-queue,1,mem_high,Bellek kullanimi yuzde 88 seviyesinde,dc1,rack-A,prod
ALM-00546,2026-09-10T02:17:09,Prometheus,ao-020-billing,billing-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 75",dc2,rack-C,prod
ALM-00691,2026-09-10T02:17:09,Zabbix,ao-022-charging,charging-service,4,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (81 ms),dc2,rack-B,prod
ALM-00614,2026-09-10T02:17:12,OBM,ao-025-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 92 ms",dc1,rack-B,prod
ALM-00523,2026-09-10T02:17:17,Zabbix,ao-019-billing,billing-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, tablespace genisletilemedi",dc1,rack-B,prod
ALM-00643,2026-09-10T02:17:17,AppDynamics,ao-027-order,order-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 77",dc1,rack-A,prod
ALM-00710,2026-09-10T02:17:17,AppDynamics,ao-023-charging,charging-service,4,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (90 ms),dc1,rack-C,prod
ALM-02498,2026-09-10T02:17:17,Zabbix,ao-039-message,message-queue,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 77 saniye",dc1,rack-A,prod
ALM-00674,2026-09-10T02:17:19,AppDynamics,ao-021-charging,charging-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (94 ms),dc1,rack-A,prod
ALM-02401,2026-09-10T02:17:19,AppDynamics,ao-007-web,web-bff,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 54 saniye",dc1,rack-B,prod
ALM-02146,2026-09-10T02:17:20,AppDynamics,ao-021-charging,charging-service,1,latency_high,"Yanit suresi p99 esigi asti, 74 ms",dc1,rack-A,prod
ALM-00661,2026-09-10T02:17:21,OBM,ao-028-order,order-service,3,latency_high,"Yanit suresi p99 esigi asti, 85 ms",dc2,rack-B,prod
ALM-02345,2026-09-10T02:17:23,OBM,ao-035-billing,billing-db,2,cert_expiry,Sertifika 22 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-00496,2026-09-10T02:17:25,SyslogNG,ao-018-billing,billing-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 81",dc2,rack-A,prod
ALM-01463,2026-09-10T02:17:27,OBM,ao-015-subscriber,subscriber-service,4,ntp_drift,Saat sapmasi 54 ms,dc1,rack-A,prod
ALM-02747,2026-09-10T02:17:28,AppDynamics,ao-046-dns,dns-resolver,2,ntp_drift,Saat sapmasi 57 ms,dc2,rack-B,prod
ALM-02686,2026-09-10T02:17:29,SyslogNG,ao-016-subscriber,subscriber-service,2,latency_high,"Yanit suresi p99 esigi asti, 83 ms",dc2,rack-B,prod
ALM-00577,2026-09-10T02:17:31,SyslogNG,ao-049-invoice,invoice-batch,5,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 74",dc1,rack-B,prod
ALM-00692,2026-09-10T02:17:33,Zabbix,ao-022-charging,charging-service,3,txn_fail,"Islem basarisiz, hata orani yuzde 89",dc2,rack-B,prod
ALM-01312,2026-09-10T02:17:33,OBM,ao-024-payment,payment-service,3,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 83 dolu",dc2,rack-A,prod
ALM-02026,2026-09-10T02:17:33,Prometheus,ao-005-mobile,mobile-bff,1,mem_high,Bellek kullanimi yuzde 72 seviyesinde,dc1,rack-C,prod
ALM-00524,2026-09-10T02:17:36,AppDynamics,ao-019-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 74",dc1,rack-B,prod
ALM-02063,2026-09-10T02:17:37,OBM,ao-047-ntp,ntp-service,2,backup_warn,Yedekleme isi 26 dakika gecikmeli tamamlandi,dc1,rack-C,prod
ALM-01846,2026-09-10T02:17:38,OBM,ao-013-session,session-service,1,backup_warn,Yedekleme isi 88 dakika gecikmeli tamamlandi,dc1,rack-B,prod
ALM-01273,2026-09-10T02:17:40,Prometheus,ao-043-load,load-balancer,4,mem_high,Bellek kullanimi yuzde 40 seviyesinde,dc1,rack-B,prod
ALM-00547,2026-09-10T02:17:46,SyslogNG,ao-020-billing,billing-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 78",dc2,rack-C,prod
ALM-00615,2026-09-10T02:17:52,OBM,ao-025-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 88 ms",dc1,rack-B,prod
ALM-02526,2026-09-10T02:17:53,SyslogNG,ao-021-charging,charging-service,2,cpu_high,CPU kullanimi yuzde 74,dc1,rack-A,prod
ALM-00497,2026-09-10T02:17:55,Zabbix,ao-018-billing,billing-service,4,http_5xx,"HTTP 5xx hata orani esigi asti, oran yuzde 73",dc2,rack-A,prod
ALM-02308,2026-09-10T02:17:55,SyslogNG,ao-051-report,report-batch,4,network_flap,Arayuz eth1 link durumu 47 kez degisti,dc1,rack-A,prod
ALM-01335,2026-09-10T02:17:57,AppDynamics,ao-041-object,object-store,1,cert_expiry,Sertifika 50 gun icinde suresi dolacak,dc1,rack-C,prod
ALM-00597,2026-09-10T02:17:59,Zabbix,ao-024-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 75",dc2,rack-A,prod
ALM-02446,2026-09-10T02:18:03,Zabbix,ao-056-kyc,kyc-provider-gw,1,cpu_high,CPU kullanimi yuzde 39,dc2,rack-C,prod
ALM-00627,2026-09-10T02:18:07,Zabbix,ao-026-payment,payment-service,3,txn_fail,"Islem basarisiz, hata orani yuzde 70",dc2,rack-C,prod
ALM-00644,2026-09-10T02:18:08,OBM,ao-027-order,order-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (88 ms),dc1,rack-A,prod
ALM-02350,2026-09-10T02:18:08,Zabbix,ao-004-mobile,mobile-bff,3,backup_warn,Yedekleme isi 44 dakika gecikmeli tamamlandi,dc2,rack-B,prod
ALM-00578,2026-09-10T02:18:09,Zabbix,ao-049-invoice,invoice-batch,4,txn_fail,"Islem basarisiz, hata orani yuzde 73",dc1,rack-B,prod
ALM-00598,2026-09-10T02:18:10,Zabbix,ao-024-payment,payment-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (80 ms),dc2,rack-A,prod
ALM-01578,2026-09-10T02:18:11,Prometheus,ao-005-mobile,mobile-bff,1,network_flap,Arayuz eth0 link durumu 41 kez degisti,dc1,rack-C,prod
ALM-01271,2026-09-10T02:18:13,Zabbix,ao-033-subscriber,subscriber-db,2,network_flap,Arayuz eth0 link durumu 88 kez degisti,dc1,rack-A,prod
ALM-00525,2026-09-10T02:18:15,SyslogNG,ao-019-billing,billing-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, tablespace genisletilemedi",dc1,rack-B,prod
ALM-00662,2026-09-10T02:18:16,Zabbix,ao-028-order,order-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 83",dc2,rack-B,prod
ALM-02398,2026-09-10T02:18:20,OBM,ao-048-batch,batch-scheduler,4,network_flap,Arayuz ens192 link durumu 34 kez degisti,dc2,rack-A,prod
ALM-01687,2026-09-10T02:18:24,Prometheus,ao-037-cache,cache-cluster,1,network_flap,Arayuz eth0 link durumu 37 kez degisti,dc1,rack-B,prod
ALM-02191,2026-09-10T02:18:26,OBM,ao-022-charging,charging-service,3,mem_high,Bellek kullanimi yuzde 70 seviyesinde,dc2,rack-B,prod
ALM-01696,2026-09-10T02:18:28,AppDynamics,ao-030-notification,notification-service,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 26 dolu",dc2,rack-A,prod
ALM-02476,2026-09-10T02:18:30,AppDynamics,ao-016-subscriber,subscriber-service,1,network_flap,Arayuz eth0 link durumu 72 kez degisti,dc2,rack-B,prod
ALM-00711,2026-09-10T02:18:33,AppDynamics,ao-023-charging,charging-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (84 ms),dc1,rack-C,prod
ALM-02224,2026-09-10T02:18:34,Prometheus,ao-053-payment,payment-provider-gw,2,network_flap,Arayuz eth1 link durumu 75 kez degisti,dc1,rack-C,prod
ALM-01802,2026-09-10T02:18:35,OBM,ao-022-charging,charging-service,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 77 dolu",dc2,rack-B,prod
ALM-02056,2026-09-10T02:18:35,Zabbix,ao-030-notification,notification-service,3,log_rotate,"Log rotasyonu beklenenden uzun surdu, 28 saniye",dc2,rack-A,prod
ALM-02185,2026-09-10T02:18:35,SyslogNG,ao-035-billing,billing-db,1,network_flap,Arayuz eth1 link durumu 54 kez degisti,dc1,rack-C,prod
ALM-00498,2026-09-10T02:18:36,SyslogNG,ao-018-billing,billing-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 86",dc2,rack-A,prod
ALM-00616,2026-09-10T02:18:36,AppDynamics,ao-025-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 87 ms",dc1,rack-B,prod
ALM-02269,2026-09-10T02:18:36,OBM,ao-040-message,message-queue,3,cpu_high,CPU kullanimi yuzde 27,dc2,rack-B,prod
ALM-01814,2026-09-10T02:18:40,OBM,ao-056-kyc,kyc-provider-gw,3,cpu_high,CPU kullanimi yuzde 76,dc2,rack-C,prod
ALM-00579,2026-09-10T02:18:41,SyslogNG,ao-049-invoice,invoice-batch,4,db_write_fail,"Veritabani yazma islemi basarisiz, tablespace genisletilemedi",dc1,rack-B,prod
ALM-00548,2026-09-10T02:18:44,OBM,ao-020-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 78",dc2,rack-C,prod
ALM-01394,2026-09-10T02:18:44,SyslogNG,ao-045-dns,dns-resolver,2,ntp_drift,Saat sapmasi 36 ms,dc1,rack-A,prod
ALM-02459,2026-09-10T02:18:44,AppDynamics,ao-050-reconciliation,reconciliation-batch,2,cert_expiry,Sertifika 82 gun icinde suresi dolacak,dc2,rack-C,prod
ALM-00628,2026-09-10T02:18:47,Prometheus,ao-026-payment,payment-service,4,latency_high,"Yanit suresi p99 esigi asti, 92 ms",dc2,rack-C,prod
ALM-02369,2026-09-10T02:18:47,Prometheus,ao-025-payment,payment-service,2,mem_high,Bellek kullanimi yuzde 57 seviyesinde,dc1,rack-B,prod
ALM-02775,2026-09-10T02:18:47,Prometheus,ao-002-api,api-gateway,2,network_flap,Arayuz bond0 link durumu 68 kez degisti,dc2,rack-C,prod
ALM-00675,2026-09-10T02:18:49,Prometheus,ao-021-charging,charging-service,3,latency_high,"Yanit suresi p99 esigi asti, 74 ms",dc1,rack-A,prod
ALM-00693,2026-09-10T02:18:50,AppDynamics,ao-022-charging,charging-service,4,latency_high,"Yanit suresi p99 esigi asti, 73 ms",dc2,rack-B,prod
ALM-00645,2026-09-10T02:18:56,AppDynamics,ao-027-order,order-service,4,latency_high,"Yanit suresi p99 esigi asti, 76 ms",dc1,rack-A,prod
ALM-00526,2026-09-10T02:18:57,Zabbix,ao-019-billing,billing-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 99",dc1,rack-B,prod
ALM-01859,2026-09-10T02:18:59,SyslogNG,ao-033-subscriber,subscriber-db,1,ntp_drift,Saat sapmasi 31 ms,dc1,rack-A,prod
ALM-01291,2026-09-10T02:19:00,AppDynamics,ao-005-mobile,mobile-bff,1,latency_high,"Yanit suresi p99 esigi asti, 25 ms",dc1,rack-C,prod
ALM-01375,2026-09-10T02:19:01,AppDynamics,ao-002-api,api-gateway,2,log_rotate,"Log rotasyonu beklenenden uzun surdu, 47 saniye",dc2,rack-C,prod
ALM-01239,2026-09-10T02:19:03,OBM,ao-052-payment,payment-provider-gw,2,network_flap,Arayuz bond0 link durumu 25 kez degisti,dc2,rack-B,prod
ALM-02232,2026-09-10T02:19:03,Prometheus,ao-013-session,session-service,3,mem_high,Bellek kullanimi yuzde 33 seviyesinde,dc1,rack-B,prod
ALM-00663,2026-09-10T02:19:05,OBM,ao-028-order,order-service,4,latency_high,"Yanit suresi p99 esigi asti, 71 ms",dc2,rack-B,prod
ALM-00580,2026-09-10T02:19:06,AppDynamics,ao-049-invoice,invoice-batch,5,txn_fail,"Islem basarisiz, hata orani yuzde 90",dc1,rack-B,prod
ALM-01711,2026-09-10T02:19:10,Prometheus,ao-038-cache,cache-cluster,2,latency_high,"Yanit suresi p99 esigi asti, 30 ms",dc2,rack-C,prod
ALM-02448,2026-09-10T02:19:15,Zabbix,ao-055-sms,sms-gateway,2,log_rotate,"Log rotasyonu beklenenden uzun surdu, 25 saniye",dc1,rack-B,prod
ALM-02467,2026-09-10T02:19:15,Zabbix,ao-037-cache,cache-cluster,1,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 36 dolu",dc1,rack-B,prod
ALM-00676,2026-09-10T02:19:20,Prometheus,ao-021-charging,charging-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 96",dc1,rack-A,prod
ALM-02275,2026-09-10T02:19:20,Zabbix,ao-043-load,load-balancer,3,network_flap,Arayuz bond0 link durumu 80 kez degisti,dc1,rack-B,prod
ALM-01364,2026-09-10T02:19:21,Zabbix,ao-043-load,load-balancer,2,ntp_drift,Saat sapmasi 21 ms,dc1,rack-B,prod
ALM-00599,2026-09-10T02:19:22,Prometheus,ao-024-payment,payment-service,3,latency_high,"Yanit suresi p99 esigi asti, 89 ms",dc2,rack-A,prod
ALM-02368,2026-09-10T02:19:23,AppDynamics,ao-042-load,load-balancer,2,mem_high,Bellek kullanimi yuzde 46 seviyesinde,dc2,rack-A,prod
ALM-02121,2026-09-10T02:19:31,SyslogNG,ao-004-mobile,mobile-bff,3,log_rotate,"Log rotasyonu beklenenden uzun surdu, 42 saniye",dc2,rack-B,prod
ALM-02948,2026-09-10T02:19:32,AppDynamics,ao-049-invoice,invoice-batch,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 85 dolu",dc1,rack-B,prod
ALM-01641,2026-09-10T02:19:35,OBM,ao-035-billing,billing-db,2,disk_warn,"Disk kullanimi uyari seviyesinde, yuzde 24 dolu",dc1,rack-C,prod
ALM-02184,2026-09-10T02:19:37,AppDynamics,ao-024-payment,payment-service,1,latency_high,"Yanit suresi p99 esigi asti, 30 ms",dc2,rack-A,prod
ALM-02105,2026-09-10T02:19:43,SyslogNG,ao-031-subscriber,subscriber-db,2,cert_expiry,Sertifika 48 gun icinde suresi dolacak,dc1,rack-B,prod
ALM-00499,2026-09-10T02:19:44,Zabbix,ao-018-billing,billing-service,4,db_write_fail,"Veritabani yazma islemi basarisiz, tablespace genisletilemedi",dc2,rack-A,prod
ALM-02228,2026-09-10T02:19:44,Prometheus,ao-011-auth,auth-service,1,cpu_high,CPU kullanimi yuzde 57,dc1,rack-C,prod
ALM-00549,2026-09-10T02:19:48,OBM,ao-020-billing,billing-service,5,db_write_fail,"Veritabani yazma islemi basarisiz, tablespace genisletilemedi",dc2,rack-C,prod
ALM-00646,2026-09-10T02:19:48,Zabbix,ao-027-order,order-service,4,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (93 ms),dc1,rack-A,prod
ALM-02525,2026-09-10T02:19:49,SyslogNG,ao-041-object,object-store,1,log_rotate,"Log rotasyonu beklenenden uzun surdu, 74 saniye",dc1,rack-C,prod
ALM-00712,2026-09-10T02:19:50,AppDynamics,ao-023-charging,charging-service,3,latency_high,"Yanit suresi p99 esigi asti, 74 ms",dc1,rack-C,prod
ALM-00617,2026-09-10T02:19:51,AppDynamics,ao-025-payment,payment-service,3,latency_high,"Yanit suresi p99 esigi asti, 83 ms",dc1,rack-B,prod
ALM-01888,2026-09-10T02:19:51,AppDynamics,ao-035-billing,billing-db,2,backup_warn,Yedekleme isi 53 dakika gecikmeli tamamlandi,dc1,rack-C,prod
ALM-00694,2026-09-10T02:19:57,SyslogNG,ao-022-charging,charging-service,4,latency_high,"Yanit suresi p99 esigi asti, 88 ms",dc2,rack-B,prod
ALM-00500,2026-09-10T02:19:58,AppDynamics,ao-018-billing,billing-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 87",dc2,rack-A,prod
ALM-00581,2026-09-10T02:19:59,SyslogNG,ao-049-invoice,invoice-batch,4,txn_fail,"Islem basarisiz, hata orani yuzde 93",dc1,rack-B,prod
ALM-00629,2026-09-10T02:19:59,Prometheus,ao-026-payment,payment-service,3,timeout,billing-service servisine yapilan cagri zaman asimina ugradi (86 ms),dc2,rack-C,prod
ALM-00695,2026-09-10T02:20:00,Prometheus,ao-022-charging,charging-service,3,latency_high,"Yanit suresi p99 esigi asti, 83 ms",dc2,rack-B,prod
ALM-00630,2026-09-10T02:20:04,SyslogNG,ao-026-payment,payment-service,4,txn_fail,"Islem basarisiz, hata orani yuzde 89",dc2,rack-C,prod
ALM-02093,2026-09-10T02:20:04,OBM,ao-013-session,session-service,4,ntp_drift,Saat sapmasi 78 ms,dc1,rack-B,prod
ALM-02393,2026-09-10T02:20:06,OBM,ao-005-mobile,mobile-bff,2,latency_high,"Yanit suresi p99 esigi asti, 38 ms",dc1,rack-C,prod
ALM-02724,2026-09-10T02:20:08,OBM,ao-021-charging,charging-service,2,cpu_high,CPU kullanimi yuzde 27,dc1,rack-A,prod
ALM-01268,2026-09-10T02:20:09,Zabbix,ao-035-billing,billing-db,3,backup_warn,Yedekleme isi 24 dakika gecikmeli tamamlandi,dc1,rack-C,prod
ALM-00527,2026-09-10T02:20:13,Zabbix,ao-019-billing,billing-service,4,db_conn_pool,"Baglanti havuzu tukendi, bekleyen istek sayisi 94",dc1,rack-B,prod
